place_id,name,category,address,operation_time,homepage,tel,tag,etc,facility,num_of_comments,avg_rate,url,weighted_rate,img
29469,장고개,['한식'],"부산 해운대구 재송1로20번길 66  (우)48055",[],,,['#제로페이'],,[],0,0.0,https://place.map.kakao.com/1213680228,0.0000000000000000000,NULL
34368,국수당,['국수'],"부산 금정구 오륜대로 94  (우)46265",[],,,[],,[],1,5.0,https://place.map.kakao.com/487567518,0.0000000000000000000,NULL
37128,산수골,['한정식'],"부산 강서구 제도로 809-3  (우)46711",[],,051-972-6388,['#한식뷔페'],,[],1,5.0,https://place.map.kakao.com/1639614835,0.0255846061161930996,NULL
37203,대마등,['회'],"부산 강서구 르노삼성대로 574  (우)46773","['매일 11:00 ~ 21:00']",,051-208-6464,['#데이트코스'],,[],10,2.2,https://place.map.kakao.com/7823107,0.1143621741627955935,NULL
38719,해월정,['한식'],"부산 강서구 가덕해안로1169번길 96  (우)46771",[],,,[],,[],1,5.0,https://place.map.kakao.com/121573063,0.0167901487083366996,NULL
41664,동천,['술집'],"부산 연제구 과정로 261  (우)47557",[],,,['#제로페이'],,[],0,0.0,https://place.map.kakao.com/719548950,0.0000000000000000000,NULL
48355,팔각정,['한정식'],"부산 기장군 기장읍 대변로 101  (우)46079","['영업전 월~금 12:00 ~ 21:00']",http://www.ok114.co.kr/0517231717,051-723-1717,['#안심식당'],,['주차'],4,3.3,https://place.map.kakao.com/11892408,0.0055649270303616003,NULL
48777,장안골,['닭요리'],"부산 기장군 장안읍 오리길 11  (우)46030",[],,051-728-5599,[],,[],0,0.0,https://place.map.kakao.com/21296683,0.0000000000000000000,NULL
49805,BIFF광장,['테마거리'],"부산 중구 남포동3가 15-1 ",[],,,['#나들이'],,[],22,2.7,https://place.map.kakao.com/9650856,0.0665004651785399969,NULL
49806,보수동책방골목,['테마거리'],"부산 중구 책방골목길 16  (우)48967","['휴무일 첫째,셋째 화요일']",http://www.bosubook.com,,['#나들이'],,[],35,3.8,https://place.map.kakao.com/427198875,0.1846168202880970888,NULL
49807,다이아몬드타워,['전망대'],"부산 중구 대청로116번길 13  (우)48950","['영업시간', '매일 10:00 ~ 23:00 (매표마감시간 22:30)', '휴무일', '연중무휴']",https://www.instagram.com/diamondtower_busan/,,"['#나들이', '#카카오페이']",,[],35,3.8,https://place.map.kakao.com/22458588,0.2188112162013446937,NULL
49808,국제시장먹자골목,['먹자골목'],"부산 중구 남포동3가 16 ",[],,,['#나들이'],,[],13,2.2,https://place.map.kakao.com/12711092,0.0525238724829346013,NULL
49809,남포동먹자골목,['먹자골목'],"부산 중구 신창동1가 42 ",[],,,['#나들이'],,[],5,4.0,https://place.map.kakao.com/12576873,0.0261209438499531016,NULL
49810,40계단,"['관광', '명소']","부산 중구 중앙동4가 26-3 ","['휴무일 연중무휴']",http://www.bsjunggu.go.kr/tour,051-600-4046,[],,[],1,5.0,https://place.map.kakao.com/1302798230,0.0000000000000000000,NULL
49811,BIFF거리,['테마거리'],"부산 중구 남포동5가  ",[],,,['#나들이'],,[],5,2.2,https://place.map.kakao.com/8056261,0.0085150944376469993,NULL
49812,"남포동 포장마차거리",['테마거리'],"부산 중구 부평동1가 51-1 ",[],,,[],,[],7,3.6,https://place.map.kakao.com/32677938,0.0412197336500600003,NULL
49813,광복로패션거리,['테마거리'],"부산 중구 광복동  ",[],,,['#나들이'],,[],3,3.3,https://place.map.kakao.com/8672654,0.0136515516268322003,NULL
49814,40계단문화관광테마거리,['테마거리'],"부산 중구 중앙동4가 26-3 ","['휴무일 연중무휴']",http://www.bsjunggu.go.kr/tour/board/view.junggu?boardId=LIFE&menuCd=DOM_000000201001000000&nowPage=1&dataSid=56006&CATEGORY_CODE2=A01,051-600-4046,[],,[],4,3.3,https://place.map.kakao.com/12706165,0.0112901625174969995,NULL
49815,영주하늘눈전망대,['전망대'],"부산 중구 영주동 91-7 ",[],,,['#나들이'],,[],6,4.3,https://place.map.kakao.com/1574891332,0.0171137885037623005,NULL
49816,유라리광장,['광장'],"부산 중구 중앙동7가 80 ",[],,,[],,[],2,3.5,https://place.map.kakao.com/27564676,0.0066452435065770003,NULL
49817,부평족발골목,['먹자골목'],"부산 중구 부평2길 3  (우)48979",[],,,[],,[],3,5.0,https://place.map.kakao.com/22524163,0.0133256748026272000,NULL
49818,"영주동 오름길모노레일","['관광', '명소']","부산 중구 영주동 295-2 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/26782080,0.0000000000000000000,NULL
49819,역사의디오라마,"['관광', '명소']","부산 중구 영주로 93  (우)48905",[],,,[],,[],6,4.8,https://place.map.kakao.com/26515021,0.0387188032326489032,NULL
49820,생선구이골목,['먹자골목'],"부산 중구 남포동6가 117-1 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/2084960418,0.0000000000000000000,NULL
49821,"갈맷길3코스2구간 중간인증대",['갈맷길'],"부산 중구 동광동2가 17-6 ",[],http://galmaetgil.busan.go.kr/,,['#걷기좋은'],,[],0,0.0,https://place.map.kakao.com/26519246,0.0000000000000000000,NULL
49822,"(구)한국은행 부산본부",['문화유적'],"부산 중구 대청로 112  (우)48949",[],,,[],,[],0,0.0,https://place.map.kakao.com/9561739,0.0000000000000000000,NULL
49823,광복동먹자골목,['먹자골목'],"부산 중구 창선동2가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/12711109,0.0000000000000000000,NULL
49824,남포동거리,['테마거리'],"부산 중구 창선동2가  ",[],,,['#나들이'],,[],6,4.2,https://place.map.kakao.com/12706707,0.0588125246716591985,NULL
49825,구제골목,['테마거리'],"부산 중구 신창동3가 42 ",[],,,[],,[],1,1.0,https://place.map.kakao.com/532828004,0.0025197622735436001,NULL
49826,팥빙수골목,['먹자골목'],"부산 중구 광복로49번길 13-1  (우)48947",[],,,['#나들이'],,[],6,3.7,https://place.map.kakao.com/20058584,0.0520339640870680978,NULL
49827,이순신장군동상,['동상'],"부산 중구 광복동2가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/10836214,0.0000000000000000000,NULL
49828,부산종합관광안내소,['관광안내소'],"부산 중구 구덕로 31  (우)48984",[],,051-253-8253,[],,[],0,0.0,https://place.map.kakao.com/12884312,0.0000000000000000000,NULL
49829,아리랑거리,['테마거리'],"부산 중구 신창동3가 24-1 ",[],http://arirang-st.com,,[],,[],1,1.0,https://place.map.kakao.com/18525213,0.0024852937052184001,NULL
49830,색채마을,"['관광', '명소']","부산 중구 망양로 327-1  (우)48904",[],,,[],,[],1,5.0,https://place.map.kakao.com/25452724,0.0000000000000000000,NULL
49831,동광동인쇄골목,['테마거리'],"부산 중구 동광동4가 27 ",[],,,[],,[],1,5.0,https://place.map.kakao.com/7841876,0.0000000000000000000,NULL
49832,용두산,['산'],"부산 중구 광복동2가 1-2 ",[],,,[],,[],2,3.0,https://place.map.kakao.com/235649489,0.0020316461268662001,NULL
49833,고갈비골목,['먹자골목'],"부산 중구 광복로67번길 22  (우)48952","['휴무일 연중무휴']",,,[],,[],1,5.0,https://place.map.kakao.com/13109760,0.0036175997807062999,NULL
49834,시티스폿,['테마거리'],"부산 중구 광복동2가 49 ",[],,,[],,[],2,5.0,https://place.map.kakao.com/26647358,0.0000000000000000000,NULL
49835,용두산문화의거리,['테마거리'],"부산 중구 광복동1가 62 ",[],,051-600-4082,[],,[],1,4.0,https://place.map.kakao.com/10703882,0.0136515516268322003,NULL
49836,"롯데백화점 광복점 스카이파크전망대",['전망대'],"부산 중구 중앙대로 2 11층 (우)48944",[],,,[],,[],2,5.0,https://place.map.kakao.com/528130543,0.0000000000000000000,NULL
49837,"민주공원 4.19광장",['광장'],"부산 중구 영주동 218-16 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/1252106219,0.0000000000000000000,NULL
49838,미술의거리,['테마거리'],"부산 중구 중구로 31 국제지하도상가 (우)48978",[],,051-713-8251,['#제로페이'],,[],0,0.0,https://place.map.kakao.com/7881359,0.0000000000000000000,NULL
49839,점바치골목,['테마거리'],"부산 중구 중앙동7가 80 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/13109683,0.0000000000000000000,NULL
49840,주꾸미구이골목,['먹자골목'],"부산 중구 중앙동1가  ","['휴무일 연중무휴']",,051-469-0281,[],,['주차'],0,0.0,https://place.map.kakao.com/13109790,0.0000000000000000000,NULL
49841,젊음의거리,['테마거리'],"부산 중구 창선동2가 40-5 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/22377563,0.0000000000000000000,NULL
49842,"부산경찰청 관광경찰대 남포센터",['관광안내소'],"부산 중구 구덕로 지하 44  (우)48953",[],,051-231-0113,[],,[],3,1.0,https://place.map.kakao.com/1858096466,0.0046308998571231996,NULL
49843,복병산,['산'],"부산 중구 대청동1가 8 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/235689366,0.0000000000000000000,NULL
49844,광복로,['테마거리'],"부산 중구 광복동1가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/18617881,0.0000000000000000000,NULL
49845,조명의거리,['테마거리'],"부산 중구 광복동  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/13113517,0.0000000000000000000,NULL
49846,"용두산공원 종각",['종'],"부산 중구 대청로116번길 13  (우)48950",[],,,[],,[],2,5.0,https://place.map.kakao.com/17990801,0.0000000000000000000,NULL
49847,부평동한복거리,['테마거리'],"부산 중구 부평2길 44  (우)48978",[],http://tour.bsjunggu.go.kr,,[],,[],1,2.0,https://place.map.kakao.com/10463299,0.0000000000000000000,NULL
49848,"중구 책방골목관광안내소",['관광안내소'],"부산 중구 대청로 61-2  (우)48967",[],,,[],,[],0,0.0,https://place.map.kakao.com/1893871016,0.0000000000000000000,NULL
49849,구둣방골목,['테마거리'],"부산 중구 남포동3가 16 ",[],,,[],,[],2,3.0,https://place.map.kakao.com/1669923098,0.0000000000000000000,NULL
49850,"영도다리목 생약건재상거리",['테마거리'],"부산 중구 남포동1가 33-9 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/27073180,0.0000000000000000000,NULL
49851,부산중구관광안내소,['관광안내소'],"부산 중구 태종로 8  (우)48984",[],,051-254-5504,[],,[],0,0.0,https://place.map.kakao.com/26579376,0.0000000000000000000,NULL
49852,"용두산공원 관광안내센터",['관광안내소'],"부산 중구 용두산길 37-55  (우)48950",[],,,[],,[],0,0.0,https://place.map.kakao.com/603661314,0.0000000000000000000,NULL
49853,보수산,['산'],"부산 중구 영주동 240-2 ",[],,,[],,[],1,5.0,https://place.map.kakao.com/24021949,0.0118260970768036995,NULL
49854,부평동죽집골목,['테마거리'],"부산 중구 부평동1가  ",[],,,[],,[],1,3.0,https://place.map.kakao.com/7907843,0.0082644519614408999,NULL
49855,"대한토목학회창립터 표지석","['탑', '비석']","부산 중구 중앙대로 2  (우)48944",[],,,[],,[],1,5.0,https://place.map.kakao.com/1642377703,0.0000000000000000000,NULL
49856,천지인골목,['테마거리'],"부산 중구 대청동1가  ",[],,,[],,[],2,2.5,https://place.map.kakao.com/27470235,0.0161924657416509001,NULL
49857,실비거리,['먹자골목'],"부산 중구 신창동4가 44-2 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/1249428955,0.0000000000000000000,NULL
49858,광복로쌈지골목길,['테마거리'],"부산 중구 광복중앙로 1  (우)48948",[],,,[],,[],0,0.0,https://place.map.kakao.com/908291989,0.0000000000000000000,NULL
49859,엔터테이너거리,['테마거리'],"부산 중구 남포길 40  (우)48954",[],,,[],,[],0,0.0,https://place.map.kakao.com/1739375314,0.0000000000000000000,NULL
49860,백산안희제선생상,"['탑', '비석']","부산 중구 대청로116번길 13  (우)48950",[],http://narasarang.mpva.go.kr/hyunchung/intro/index.html,051-660-6233,[],,[],1,1.0,https://place.map.kakao.com/26425531,0.0000000000000000000,NULL
49861,충헌비,"['탑', '비석']","부산 중구 광복동2가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/11238690,0.0000000000000000000,NULL
49862,만물의거리,['테마거리'],"부산 중구 신창동4가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/13113524,0.0000000000000000000,NULL
49863,낭만공방,"['도자기', '도예촌']","부산 중구 중구로 31  (우)48978",[],http://blog.naver.com/ilovenangman,,['#제로페이'],,[],0,0.0,https://place.map.kakao.com/13592880,0.0000000000000000000,NULL
49864,"소라계단 엘리베이터","['관광', '명소']","부산 중구 중앙동4가 40-10 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/1477734724,0.0000000000000000000,NULL
49865,"중앙공원 대한해협전승비","['탑', '비석']","부산 중구 영주동 240-2 ",[],,051-679-3254,[],,[],0,0.0,https://place.map.kakao.com/17562813,0.0000000000000000000,NULL
49866,관광안내소,['관광안내소'],"부산 중구 광복중앙로 1  (우)48948",[],,,[],,[],0,0.0,https://place.map.kakao.com/23640301,0.0000000000000000000,NULL
49867,"보수동 산령각",['문화유적'],"부산 중구 망양로 248  (우)48958",[],,,[],,[],0,0.0,https://place.map.kakao.com/1748725368,0.0000000000000000000,NULL
49868,"용두산공원 미술의거리",['테마거리'],"부산 중구 용두산길 35-7  (우)48950",[],,,[],,[],0,0.0,https://place.map.kakao.com/1234416114,0.0000000000000000000,NULL
49869,부민교비,"['탑', '비석']","부산 중구 대청로 15  (우)48966",[],,,[],,[],0,0.0,https://place.map.kakao.com/1594340927,0.0000000000000000000,NULL
49870,독립투사최천택선생기념비,"['탑', '비석']","부산 중구 영주동 205-9 중앙공원 조각공원 내",[],http://narasarang.mpva.go.kr/hyunchung/intro/index.html,051-660-6233,[],,[],0,0.0,https://place.map.kakao.com/26425541,0.0000000000000000000,NULL
49871,소해장건상선생상,"['탑', '비석']","부산 중구 영주동 205-9 ",[],http://narasarang.mpva.go.kr/hyunchung/intro/index.html,,[],,[],0,0.0,https://place.map.kakao.com/26425532,0.0000000000000000000,NULL
49872,"한일우호의거리 조형물",['동상'],"부산 중구 동광동1가 50 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/145307623,0.0000000000000000000,NULL
49873,시민헌장탑,"['탑', '비석']","부산 중구 영주동  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/7965886,0.0000000000000000000,NULL
49874,자연보호헌장비,"['탑', '비석']","부산 중구 광복동2가  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/8495979,0.0000000000000000000,NULL
49875,초량차이나타운,['테마거리'],"부산 동구 초량동 1109 ",[],http://www.bsdonggu.go.kr/board/view.donggu?boardId=BBS_0000089&menuCd=DOM_000000301002000000&startPage=1&dataSid=5000180,051-440-4061,['#나들이'],,[],20,2.5,https://place.map.kakao.com/13114460,0.0618695534129891020,NULL
49876,초량이바구길,['테마거리'],"부산 동구 초량동 994-12 ",[],http://2bagu.co.kr,051-467-0289,['#나들이'],,[],17,3.9,https://place.map.kakao.com/24544632,0.0938969885669576065,NULL
49877,168계단모노레일,"['관광', '명소']","부산 동구 영초길191번길 8-1  (우)48808","['매일 07:00 ~ 20:00']",http://www.2bagu.co.kr/,,[],,[],27,4.3,https://place.map.kakao.com/556297681,0.2489600462971575945,NULL
49878,부산역광장,['광장'],"부산 동구 초량동 1202 ",[],,,[],,[],9,3.3,https://place.map.kakao.com/7897582,0.0284780915205120992,NULL
49879,"갈맷길 3코스2구간",['갈맷길'],"부산 동구 초량동  ",[],http://galmaetgil.busan.go.kr/,,['#걷기좋은'],,[],1,2.0,https://place.map.kakao.com/18973354,0.0044113853505513001,NULL
49880,168계단,"['관광', '명소']","부산 동구 초량동 994-552 ","['매일 07:00 ~ 20:00 (모노레일 운영시간 )']",http://www.2bagu.co.kr,,[],,[],12,4.0,https://place.map.kakao.com/21546007,0.0905808909126653017,NULL
49881,닥밭골벽화마을,['테마거리'],"부산 서구 동대신동2가 79-51 ",[],,070-4243-1113,['#나들이'],,['주차'],2,2.5,https://place.map.kakao.com/20457010,0.0163637888402805992,NULL
49882,초량상해거리,['테마거리'],"부산 동구 초량동 1109 ",[],,,[],,[],3,2.3,https://place.map.kakao.com/7932717,0.0045996852312794002,NULL
49883,"영도대교 포장마차거리",['테마거리'],"부산 영도구 봉래동1가 1-2 ",[],,,[],,[],3,3.3,https://place.map.kakao.com/1122232885,0.0189954159738069013,NULL
49884,"중앙공원 충혼탑","['탑', '비석']","부산 동구 초량동 산 63-6 ","['하절기 03월 ~ 10월', '매일 09:00 ~ 18:00', '동절기 11월 ~ 02월', '매일 09:00 ~ 17:00', '휴무일', '연중무휴']",,051-660-6230,['#나들이'],,[],6,5.0,https://place.map.kakao.com/10835562,0.0330265973187693976,NULL
49885,텍사스거리,['테마거리'],"부산 동구 초량동 1100-1 ",[],,,[],,[],12,1.7,https://place.map.kakao.com/1859013372,0.0448583082960486990,NULL
49886,"부산 임시수도정부청사",['문화유적'],"부산 서구 구덕로 225  (우)49236",[],"http://www.cha.go.kr/korea/heritage/search/Culresult_Db_View.jsp?mc=NS_04_03_01&VdkVgwKey=79,00410000,21",,[],,[],3,4.3,https://place.map.kakao.com/26908373,0.0074478555681530001,NULL
49887,부산트래블라운지,['관광안내소'],"부산 동구 대영로243번길 38  (우)48818",[],,,[],,[],0,0.0,https://place.map.kakao.com/1927458486,0.0000000000000000000,NULL
49888,옛백제병원,"['관광', '명소']","부산 동구 중앙대로209번길 16  (우)48816",[],,,[],,[],8,3.9,https://place.map.kakao.com/21546127,0.0592830885287370032,NULL
49889,상해문,['테마거리'],"부산 동구 중앙대로179번길 16  (우)48818",[],,,[],,[],0,0.0,https://place.map.kakao.com/12706190,0.0000000000000000000,NULL
49890,깡깡이예술마을,['테마거리'],"부산 영도구 대평동2가  ",[],http://www.kangkangee.com,051-418-3336,"['#나들이', '#유람선']",,[],13,2.8,https://place.map.kakao.com/169956269,0.0554694170857450014,NULL
49891,김민부전망대,['전망대'],"부산 동구 영초윗길26번길 14  (우)48808",[],,,[],,[],1,3.0,https://place.map.kakao.com/21371423,0.0000000000000000000,NULL
49892,당산,"['사당', '제단']","부산 동구 망양로478번길 13  (우)48810",[],,051-440-4063,[],,[],3,5.0,https://place.map.kakao.com/795747603,0.0059813307115330998,NULL
49893,충무동여인숙골목,['테마거리'],"부산 서구 자갈치로 14-11  (우)49254",[],,,[],,[],0,0.0,https://place.map.kakao.com/84933930,0.0000000000000000000,NULL
49894,대한민국임시수도기념거리,['테마거리'],"부산 서구 부민동2가 1 ",[],,,[],,[],1,3.0,https://place.map.kakao.com/554875333,0.0000000000000000000,NULL
49895,남선창고터,"['관광', '명소']","부산 동구 초량동  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/21546126,0.0000000000000000000,NULL
49896,갈맷길투어라운지,['관광안내소'],"부산 동구 중앙대로 210 2층 (우)48760",[],,,[],,[],0,0.0,https://place.map.kakao.com/987026520,0.0000000000000000000,NULL
49897,동화문,['문'],"부산 동구 초량1동  ",[],,,[],,[],0,0.0,https://place.map.kakao.com/11830639,0.0000000000000000000,NULL
49898,"친환경 스카이웨이 전망대",['전망대'],"부산 동구 초량동 산 53-19 ",[],http://tour.busan.go.kr/index.busan,051-441-3121,['#나들이'],,[],1,4.0,https://place.map.kakao.com/1314822522,0.0133551707046635007,NULL
49899,영도관광안내센터,['관광안내소'],"부산 영도구 봉래나루로 79  (우)49033","['영업시간', '매일 09:00 ~ 18:00', '매일 점심시간 12:00 ~ 13:00', '휴무일', '1월1일', '설당일', '추석당일']",https://blog.naver.com/yeongdotour,051-419-4048,[],,['WIFI'],1,5.0,https://place.map.kakao.com/358114937,0.0000000000000000000,NULL
49900,초량돼지갈비골목,['먹자골목'],"부산 동구 초량동 197-44 ","['휴무일 연중무휴']",,,[],,"['WIFI', '주차']",0,0.0,https://place.map.kakao.com/13109784,0.0000000000000000000,NULL
49901,동구관광안내센터,['관광안내소'],"부산 동구 초량동 1192 ",[],,,[],,[],1,1.0,https://place.map.kakao.com/1148189941,0.0000000000000000000,NULL
49902,부산역관광안내소,['관광안내소'],"부산 동구 중앙대로 206  (우)48760","['매일 09:00 ~ 20:00']",,051-441-6565,[],,[],0,0.0,https://place.map.kakao.com/26236627,0.0000000000000000000,NULL
49903,"영도웰컴센터 전망대",['전망대'],"부산 영도구 봉래동1가 1-2 ",[],,,[],,[],1,5.0,https://place.map.kakao.com/69899722,0.0153603811015808993,NULL
49904,이바구자전거,['자전거여행'],"부산 동구 중앙대로 206  (우)48760",[],https://blog.naver.com/dgs60582,070-7543-1223,[],,[],1,1.0,https://place.map.kakao.com/27474724,0.0000000000000000000,NULL
49905,삼층석탑,"['탑', '비석']","부산 서구 구덕로 225  (우)49236",[],,,[],,[],0,0.0,https://place.map.kakao.com/12684922,0.0000000000000000000,NULL
49906,현인노래비,['동상'],"부산 영도구 태종로 40  (우)49042",[],,,[],,[],0,0.0,https://place.map.kakao.com/25823172,0.0000000000000000000,NULL
49907,초량불백거리,['테마거리'],"부산 동구 초량동 281-10 ",[],,,[],,[],1,2.0,https://place.map.kakao.com/1167494804,0.0033477933690045998,NULL
49908,유치환의우체통,"['관광', '명소']","부산 동구 망양로580번길 2  (우)48805",[],,,[],,[],3,4.3,https://place.map.kakao.com/19928563,0.0404441000714102980,NULL
49909,고갈비특화거리,['테마거리'],"부산 서구 충무동1가 43-1 ",[],,,[],,[],1,4.0,https://place.map.kakao.com/1031074719,0.0000000000000000000,NULL
49910,비석문화마을,"['관광', '명소']","부산 서구 아미동2가 213-39 ",[],https://www.facebook.com/비석문화마을-414212792297218,051-240-4496,[],,[],4,4.0,https://place.map.kakao.com/25782288,0.0398913809043869999,NULL
49911,"부산역 여행센터",['관광안내소'],"부산 동구 중앙대로 206  (우)48760",[],,051-440-2513,[],,[],0,0.0,https://place.map.kakao.com/25671797,0.0000000000000000000,NULL
49912,천마산하늘전망대,['전망대'],"부산 서구 해돋이로183번길 17-4  (우)49259",[],,,[],,[],2,5.0,https://place.map.kakao.com/1796289156,0.0191964090123520996,NULL
49913,정발장군동상,['동상'],"부산 동구 초량동 1147-21 ",[],,,[],,[],2,5.0,https://place.map.kakao.com/8062877,0.0109098592822054006,NULL
49914,감천문화마을,"['관광', '명소']","부산 사하구 감내1로 200  (우)49365","['03월 ~ 10월', '매일 09:00 ~ 18:00 (시설물 개방시간)', '11월 ~ 02월', '매일 09:00 ~ 17:00 (시설물 개방시간)']",http://www.gamcheon.or.kr,051-204-1444,[],,[],110,4.1,https://place.map.kakao.com/21362956,0.5399435789831472654,NULL
49915,"임시수도기념관 안내실",['관광안내소'],"부산 서구 임시수도기념로 45  (우)49236",[],,,[],,[],0,0.0,https://place.map.kakao.com/2002174478,0.0000000000000000000,NULL
49916,"감천문화마을 안내센터",['관광안내소'],"부산 사하구 감내2로 203  (우)49368","['매일 09:00 ~ 18:00']",,051-204-1444,[],,[],6,4.5,https://place.map.kakao.com/27150229,0.0350038316888431969,NULL
49917,영도전차종점기념비,"['탑', '비석']","부산 영도구 절영로 57  (우)49055",[],,,[],,[],0,0.0,https://place.map.kakao.com/1157913826,0.0000000000000000000,NULL
49918,수정,['문화유적'],"부산 동구 홍곡로 75  (우)48785","['운영시간', '화~일 10:00 ~ 17:00', '화~일 입장시간 10:00 ~ 16:30', '휴무일', '월요일']",https://ntchmgsugung.modoo.at/,051-441-0740,"['#나들이', '#카카오페이']",,[],45,4.4,https://place.map.kakao.com/771465406,0.4217146423206878936,NULL
49919,누리바라기전망대,['전망대'],"부산 서구 남부민동 50-40 ",[],,,['#나들이'],,[],6,4.0,https://place.map.kakao.com/27541678,0.0429071109067772002,NULL
49920,근대선창길,['도보여행'],"부산 영도구 봉래동1가  ",[],,,['#걷기좋은'],,[],0,0.0,https://place.map.kakao.com/26564172,0.0000000000000000000,NULL
49921,평화의소녀상,['동상'],"부산 동구 초량동 1142 일본총영사관 후문 앞",[],,,[],,[],9,4.9,https://place.map.kakao.com/1868348111,0.0529029540434095974,NULL
49922,"감천문화마을 하늘마루전망대",['전망대'],"부산 사하구 감내2로 177-11  (우)49363","['03월 ~ 11월', '매일 09:00 ~ 18:00', '12월 ~ 02월', '매일 09:00 ~ 17:00']",http://www.gamcheon.or.kr,,[],,[],0,0.0,https://place.map.kakao.com/18855211,0.0000000000000000000,NULL
49923,꽃동산,"['관광', '명소']","부산 동구 초량동 산 58-2 ",[],,,[],,[],0,0.0,https://place.map.kakao.com/1972215264,0.0000000000000000000,NULL
49924,흰여울문화마을,"['관광', '명소']","부산 영도구 영선동4가 1044-6 ",[],http://www.ydculture.com/huinnyeoulculturetown,051-419-4067,[],,"['주차시설 없음']",119,4.3,https://place.map.kakao.com/22875776,0.8894912558854699558,NULL
49925,"영선동 패총비",['유적지'],"부산 영도구 대교동2가 150-1 ",[],http://tour.yeongdo.go.kr/program/tour/tourinfo/outTourInfo.asp?cate=C0500&SType=Tou_Name&SString=&idx=23&page=1&amode=modUP,,[],,[],0,0.0,https://place.map.kakao.com/10644499,0.0000000000000000000,NULL
49926,구름이쉬어가는전망대,['전망대'],"부산 서구 아미동2가 213-156 ",[],,,[],,[],2,3.5,https://place.map.kakao.com/1895202698,0.0223824888723683016,NULL
49927,아미산,['산'],"부산 서구 아미동2가 236-46 ",[],,,[],,[],2,3.0,https://place.map.kakao.com/25306174,0.0175413053355936988,NULL
49928,절영해안산책로,['도보여행'],"부산 영도구 영선동4가 186-47 ","['휴무일 연중무휴']",http://www.yeongdo.go.kr/tour/01462/01463.web?idx=2160&amode=view,,['#걷기좋은'],,['주차'],7,4.3,https://place.map.kakao.com/11841600,0.0274385449866876990,NULL
49929,부산항전망대,['전망대'],"부산 서구 해돋이로119번길 17  (우)49259",[],,,[],,[],0,0.0,https://place.map.kakao.com/1256188336,0.0000000000000000000,NULL
49930,대티배수지,['저수지'],"부산 서구 해돋이로 417  (우)49238",[],,,[],,[],0,0.0,https://place.map.kakao.com/1172043583,0.0000000000000000000,NULL
